SARC-DKH2-page
BASIS:
XX 1 0

XX 2 0

XX 3 0

XX 4 0

XX 5 0

XX 6 0

XX 7 0

XX 8 0

XX 9 0

XX 10 0

XX 11 0

XX 12 0

XX 13 0

XX 14 0

XX 15 0

XX 16 0

XX 17 0

XX 18 0

XX 19 0

XX 20 0

XX 21 0

XX 22 0

XX 23 0

XX 24 0

XX 25 0

XX 26 0

XX 27 0

XX 28 0

XX 29 0

XX 30 0

XX 31 0

XX 32 0

XX 33 0

XX 34 0

XX 35 0

XX 36 0

XX 37 0

XX 38 0

XX 39 0

XX 40 0

XX 41 0

XX 42 0

XX 43 0

XX 44 0

XX 45 0

XX 46 0

XX 47 0

XX 48 0

XX 49 0

XX 50 0

XX 51 0

XX 52 0

XX 53 0

XX 54 0

XX 55 0

XX 56 0

La 57 39 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1

s  896770.4166840000           0.0795111541
s  398564.6296370000          -0.0375342446
s  177139.8353940000           0.1595294291
s   78728.8157310000           0.0758719262
s   34990.5847690000           0.3462724565
s   15551.3710090000           0.5145503537

s    6911.7204480000           1.0000000000

s    3071.8757550000           1.0000000000

s    1365.2781130000           1.0000000000

s     606.7902730000           1.0000000000

s     269.6845660000           1.0000000000

s     119.8598070000           1.0000000000

s      53.2710250000           1.0000000000

s      23.6760110000           1.0000000000

s      10.5226720000           1.0000000000

s       4.6767430000           1.0000000000

s       2.0785520000           1.0000000000

s       0.9238010000           1.0000000000

s       0.4105780000           1.0000000000

s       0.1824790000           1.0000000000

s       0.0811020000           1.0000000000

s       0.0360450000           1.0000000000

s       0.0160200000           1.0000000000

p   11986.2753990000           0.0109212514
p    4794.5101600000           0.0152689903
p    1917.8040640000           0.0763280147
p     767.1216260000           0.2464929514
p     306.8486500000           0.7490989198

p     122.7394600000           1.0000000000

p      49.0957840000           1.0000000000

p      19.6383140000           1.0000000000

p       7.8553250000           1.0000000000

p       3.1421300000           1.0000000000

p       1.2568520000           1.0000000000

p       0.5027410000           1.0000000000

p       0.2010960000           1.0000000000

p       0.0804390000           1.0000000000

p       0.0321750000           1.0000000000

p       0.0128700000           1.0000000000

d     797.4623660000           0.0083589126
d     289.9863150000           0.0478945012
d     105.4495690000           0.2592173271
d      38.3452980000           0.7928724969

d      13.9437450000           1.0000000000

d       5.0704530000           1.0000000000

d       1.8438010000           1.0000000000

d       0.6704730000           1.0000000000

d       0.2438080000           1.0000000000

d       0.0886580000           1.0000000000

d       0.0322390000           1.0000000000

d       0.0117230000           1.0000000000

Ce 58 42 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 1 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 1 1 1 4 1 1

s  928839.8476080000           0.0806755672
s  412817.7100480000          -0.0382676928
s  183474.5377990000           0.1614758923
s   81544.2390220000           0.0755382180
s   36241.8840100000           0.3477337088
s   16107.5040040000           0.5119033445

s    7158.8906690000           1.0000000000

s    3181.7291860000           1.0000000000

s    1414.1018600000           1.0000000000

s     628.4897160000           1.0000000000

s     279.3287630000           1.0000000000

s     124.1461170000           1.0000000000

s      55.1760520000           1.0000000000

s      24.5226900000           1.0000000000

s      10.8989730000           1.0000000000

s       4.8439880000           1.0000000000

s       2.1528840000           1.0000000000

s       0.9568370000           1.0000000000

s       0.4252610000           1.0000000000

s       0.1890050000           1.0000000000

s       0.0840020000           1.0000000000

